%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
8.0, 187500.0, 187500.0, 36749.35242525964, -182851.5077056298, 187500.0, -182775.60118145958, -185280.1364994212, -183775.28295222318, 0.058, -0.004, 0.988, 192.0, 1.0, 208.0, 255.0, 224.0, 30.0, 224.0, 0.0, 0.0, 0.0, 1.70899129909714E9, 0.0, 2024-02-26 18:48:19.097
9.0, 187500.0, 187500.0, 37709.71747752637, -182981.30428568178, 187500.0, -182885.16943277948, -185421.51128310102, -183915.67425914697, 0.058, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299101151E9, 0.0, 2024-02-26 18:48:19.101
10.0, 187500.0, 187500.0, 38041.12679256521, -182988.07686425172, 187500.0, -182902.4696829879, -185440.44321065466, -183933.89093087806, 0.058, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299105146E9, 0.0, 2024-02-26 18:48:19.105
11.0, 187500.0, 187500.0, 37076.023170473956, -182688.74230250626, 187500.0, -182821.6010715486, -185256.55540902083, -183749.35492865503, 0.058, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299110155E9, 0.0, 2024-02-26 18:48:19.110
12.0, 187500.0, 187500.0, 36864.463909204474, -182620.100095284, 187500.0, -182781.3455797846, -185194.73048385748, -183686.23360231324, 0.058, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299113139E9, 0.0, 2024-02-26 18:48:19.113
13.0, 187500.0, 187500.0, 37633.319214978124, -183033.76382991837, 187500.0, -182833.156923432, -185294.66513331715, -183785.0283128057, 0.058, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299117153E9, 0.0, 2024-02-26 18:48:19.117
14.0, 187500.0, 187500.0, 38184.356771034814, -183459.07282341397, 187500.0, -182894.75833115084, -185369.8564016648, -183860.398395109, 0.058, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299121154E9, 0.0, 2024-02-26 18:48:19.121
15.0, 187500.0, 187500.0, 37193.325125375406, -183344.40837435823, 187500.0, -182819.65646978098, -185210.37670497617, -183699.42113154187, 0.058, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299125159E9, 0.0, 2024-02-26 18:48:19.125
16.0, 187500.0, 187500.0, 36798.973297950426, -183263.87503908577, 187500.0, -182783.71486469687, -185138.13586689663, -183625.1909882058, 0.058, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299131138E9, 0.0, 2024-02-26 18:48:19.131
17.0, 187500.0, 187500.0, 37428.46547704524, -183345.280092392, 187500.0, -182828.41835360747, -185230.33681277477, -183716.34140209455, 0.062, 0.0, 0.986, 192.0, 1.0, 240.0, 0.0, 0.0, 30.0, 208.0, 0.0, 0.0, 0.0, 1.708991299134139E9, 0.0, 2024-02-26 18:48:19.134
18.0, 187500.0, 187500.0, 38228.65792854523, -183459.3410443474, 187500.0, -182929.7388112234, -185355.99832010252, -183840.88532219952, 0.062, 0.0, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299138133E9, 0.0, 2024-02-26 18:48:19.138
19.0, 187500.0, 187500.0, 37301.48521679464, -183323.04010665897, 187500.0, -182830.4970658418, -185225.26296678343, -183708.33947757955, 0.062, 0.0, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299141137E9, 0.0, 2024-02-26 18:48:19.141
20.0, 187500.0, 187500.0, 36603.57434792213, -183229.18513169113, 187500.0, -182786.62059147604, -185137.8452942187, -183619.4465898808, 0.062, 0.0, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299144145E9, 0.0, 2024-02-26 18:48:19.144
21.0, 187500.0, 187500.0, 36940.34808163024, -183294.27341154497, 187500.0, -182819.03062093625, -185213.68476315556, -183694.43669252834, 0.062, 0.0, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299149188E9, 0.0, 2024-02-26 18:48:19.149
22.0, 187500.0, 187500.0, 37854.42267113002, -183436.78813419203, 187500.0, -182949.02836668832, -185368.29177955294, -183848.10493565857, 0.062, 0.0, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299153185E9, 0.0, 2024-02-26 18:48:19.153
23.0, 187500.0, 187500.0, 37159.86456392581, -183348.6328540603, 187500.0, -182858.7720225778, -185286.01500821294, -183765.71640559632, 0.062, 0.0, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299157227E9, 0.0, 2024-02-26 18:48:19.157
24.0, 187500.0, 187500.0, 36310.431219390775, -183248.11705924477, 187500.0, -182773.0307308472, -185191.1542047446, -183670.47562247227, 0.062, 0.0, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299161197E9, 0.0, 2024-02-26 18:48:19.161
25.0, 187500.0, 187500.0, 36460.23261073024, -183273.32982699035, 187500.0, -182801.395094561, -185224.77122840539, -183703.19857635483, 0.062, 0.0, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299166175E9, 0.0, 2024-02-26 18:48:19.166
26.0, 187500.0, 187500.0, 37446.21276214275, -183413.4529129807, 187500.0, -182925.4249245435, -185377.5006982685, -183855.1904386509, 0.062, 0.0, 0.986, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299169199E9, 0.0, 2024-02-26 18:48:19.169
27.0, 187500.0, 187500.0, 37089.9036037807, -183352.16442968423, 187500.0, -182877.3686739646, -185323.20831098658, -183799.5345949572, 0.064, -0.004, 0.988, 192.0, 2.0, 0.0, 255.0, 224.0, 30.0, 224.0, 0.0, 0.0, 0.0, 1.708991299173207E9, 0.0, 2024-02-26 18:48:19.173
28.0, 187500.0, 187500.0, 36158.6852262837, -183204.21823313454, 187500.0, -182806.46894055235, -185179.7548150724, -183654.91880833136, 0.064, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299177196E9, 0.0, 2024-02-26 18:48:19.177
29.0, 187500.0, 187500.0, 36182.8921655288, -183205.98402094652, 187500.0, -182793.2590595793, -185190.28248671087, -183664.41829972487, 0.064, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299181206E9, 0.0, 2024-02-26 18:48:19.181
30.0, 187500.0, 187500.0, 37142.1172788283, -183345.9729964701, 187500.0, -182912.75148543736, -185342.16259028466, -183814.80083642018, 0.064, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299185213E9, 0.0, 2024-02-26 18:48:19.185
31.0, 187500.0, 187500.0, 37095.379781172254, -183334.14892365324, 187500.0, -182899.7204184199, -185338.8098286164, -183809.97285961782, 0.064, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299189211E9, 0.0, 2024-02-26 18:48:19.189
32.0, 187500.0, 187500.0, 36068.58534438436, -183172.8810874082, 187500.0, -182808.39119057552, -185182.3029139403, -183652.32600597455, 0.064, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7089912991932E9, 0.0, 2024-02-26 18:48:19.193
33.0, 187500.0, 187500.0, 35963.84506986679, -183152.69746216506, 187500.0, -182784.3854170305, -185170.38943414565, -183639.56315989056, 0.064, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299196224E9, 0.0, 2024-02-26 18:48:19.196
34.0, 187500.0, 187500.0, 36910.955537671514, -183273.5533444349, 187500.0, -182883.09072054515, -185303.42701714364, -183772.26546672173, 0.064, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299200237E9, 0.0, 2024-02-26 18:48:19.200
35.0, 187500.0, 187500.0, 37420.59766299697, -183293.28993478895, 187500.0, -182903.8107876552, -185332.1490087687, -183799.89222286848, 0.064, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299205247E9, 0.0, 2024-02-26 18:48:19.205
36.0, 187500.0, 187500.0, 36705.565357871696, -183126.970604297, 187500.0, -182824.46209483888, -185171.2611521794, -183637.52915114514, 0.064, -0.004, 0.988, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299209253E9, 0.0, 2024-02-26 18:48:19.209
37.0, 187500.0, 187500.0, 36633.30216804769, -183071.00183618092, 187500.0, -182784.47482400833, -185122.91432892258, -183587.19302263178, 0.056, -0.008, 0.984, 192.0, 1.0, 192.0, 255.0, 192.0, 30.0, 192.0, 0.0, 0.0, 0.0, 1.708991299213256E9, 0.0, 2024-02-26 18:48:19.213
38.0, 187500.0, 187500.0, 37231.770125838535, -183185.4427677921, 187500.0, -182869.72437736086, -185249.35814730622, -183711.93810843685, 0.056, -0.008, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299217256E9, 0.0, 2024-02-26 18:48:19.217
39.0, 187500.0, 187500.0, 37394.55788070654, -183299.88369940326, 187500.0, -182972.31888441075, -185375.26552382298, -183837.26433959775, 0.056, -0.008, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299221253E9, 0.0, 2024-02-26 18:48:19.221
40.0, 187500.0, 187500.0, 35967.26488676845, -183185.71098872556, 187500.0, -182846.27739742727, -185265.4290515696, -183726.3549836105, 0.056, -0.008, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299224284E9, 0.0, 2024-02-26 18:48:19.224
41.0, 187500.0, 187500.0, 35327.35679475746, -183139.15230502514, 187500.0, -182789.5933734886, -185225.84411213925, -183686.18889882433, 0.056, -0.008, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299228277E9, 0.0, 2024-02-26 18:48:19.228
42.0, 187500.0, 187500.0, 35993.97522139254, -183226.16764618966, 187500.0, -182865.63400812555, -185323.2530144755, -183782.61432440454, 0.056, -0.008, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299233256E9, 0.0, 2024-02-26 18:48:19.233
43.0, 187500.0, 187500.0, 36993.589936922785, -183346.80001101494, 187500.0, -182975.44812863448, -185455.44123118417, -183914.33315447965, 0.056, -0.008, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299237257E9, 0.0, 2024-02-26 18:48:19.237
44.0, 187500.0, 187500.0, 36162.19445016318, -183219.90915774216, 187500.0, -182861.0742522567, -185334.2053692586, -183792.15851928695, 0.056, -0.008, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299241286E9, 0.0, 2024-02-26 18:48:19.241
45.0, 187500.0, 187500.0, 35389.584051321035, -183117.80638907032, 187500.0, -182796.76828345875, -185238.62930996768, -183695.28605881764, 0.056, -0.008, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299245282E9, 0.0, 2024-02-26 18:48:19.245
46.0, 187500.0, 187500.0, 35691.310249723225, -183160.20764830205, 187500.0, -182816.30370811268, -185291.22296467103, -183746.40449838692, 0.056, -0.008, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299249303E9, 0.0, 2024-02-26 18:48:19.249
47.0, 187500.0, 187500.0, 36793.94415544798, -183288.81958589787, 187500.0, -182932.175151369, -185431.14488496125, -183886.63934309952, 0.058, -0.008, 0.982, 192.0, 1.0, 208.0, 255.0, 192.0, 30.0, 176.0, 0.0, 0.0, 0.0, 1.708991299253278E9, 0.0, 2024-02-26 18:48:19.253
48.0, 187500.0, 187500.0, 36383.92375515983, -183184.0346078914, 187500.0, -182871.6689791285, -185331.00906980148, -183785.49769943926, 0.058, -0.008, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70899129925628E9, 0.0, 2024-02-26 18:48:19.256
49.0, 187500.0, 187500.0, 35621.259882600294, -183038.52475148736, 187500.0, -182831.21232166438, -185189.43312042157, -183642.87121806995, 0.058, -0.008, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299261281E9, 0.0, 2024-02-26 18:48:19.261
50.0, 187500.0, 187500.0, 35664.197583698944, -183049.8123824373, 187500.0, -182819.18708314744, -185209.95202183153, -183662.2501805127, 0.058, -0.008, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299265285E9, 0.0, 2024-02-26 18:48:19.265
51.0, 187500.0, 187500.0, 36501.65039320593, -183220.87028275375, 187500.0, -182966.70859655246, -185393.32573334288, -183844.59571177908, 0.058, -0.008, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299269277E9, 0.0, 2024-02-26 18:48:19.269
52.0, 187500.0, 187500.0, 36158.238191394594, -183175.5856484873, 187500.0, -182918.7194012069, -185355.28306427994, -183805.6813246824, 0.058, -0.008, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299273332E9, 0.0, 2024-02-26 18:48:19.273
53.0, 187500.0, 187500.0, 35345.260542066164, -183025.60544319218, 187500.0, -182815.18612088994, -185210.48846369845, -183659.16563977787, 0.058, -0.008, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299276326E9, 0.0, 2024-02-26 18:48:19.276
54.0, 187500.0, 187500.0, 35569.85087035309, -183016.06124830976, 187500.0, -182794.17548110193, -185209.05795205332, -183656.88576184344, 0.058, -0.008, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299280336E9, 0.0, 2024-02-26 18:48:19.280
55.0, 187500.0, 187500.0, 36688.46627336339, -183155.02204358843, 187500.0, -182916.10424710563, -185361.09451783833, -183807.5812229611, 0.058, -0.008, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299284341E9, 0.0, 2024-02-26 18:48:19.284
56.0, 187500.0, 187500.0, 36708.5157881398, -183173.26106706396, 187500.0, -182928.8223897007, -185388.43070130717, -183833.62100525154, 0.058, -0.008, 0.982, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299288319E9, 0.0, 2024-02-26 18:48:19.288
57.0, 187500.0, 187500.0, 35491.50800603724, -183027.86296938217, 187500.0, -182826.4066966065, -185246.65358622716, -183691.6650762159, 0.058, 0.0, 0.98, 192.0, 1.0, 208.0, 0.0, 0.0, 30.0, 160.0, 0.0, 0.0, 0.0, 1.708991299293322E9, 0.0, 2024-02-26 18:48:19.293
58.0, 187500.0, 187500.0, 35153.90725778428, -183018.94462334452, 187500.0, -182813.26387086677, -185245.3795367932, -183689.854584915, 0.058, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299297317E9, 0.0, 2024-02-26 18:48:19.297
59.0, 187500.0, 187500.0, 35960.87228785423, -183162.7333954255, 187500.0, -182936.9807764269, -185401.3723613468, -183844.59571177908, 0.058, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299301331E9, 0.0, 2024-02-26 18:48:19.301
60.0, 187500.0, 187500.0, 36423.24047365671, -183222.70312579907, 187500.0, -182986.3334281842, -185472.45090871464, -183914.37785796856, 0.058, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299304325E9, 0.0, 2024-02-26 18:48:19.304
61.0, 187500.0, 187500.0, 35472.30785755013, -183069.1242896467, 187500.0, -182843.12580145907, -185324.0353255314, -183765.13526024047, 0.058, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70899129930833E9, 0.0, 2024-02-26 18:48:19.308
62.0, 187500.0, 187500.0, 35147.17938270323, -183020.17396928955, 187500.0, -182798.57877475963, -185282.01404595544, -183722.15285565294, 0.058, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299312324E9, 0.0, 2024-02-26 18:48:19.312
63.0, 187500.0, 187500.0, 35800.163245220574, -183131.2844909769, 187500.0, -182890.77972063777, -185404.27808812595, -183843.56753153415, 0.058, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299316377E9, 0.0, 2024-02-26 18:48:19.316
64.0, 187500.0, 187500.0, 36450.956636781295, -183236.67296608366, 187500.0, -182985.70757933948, -185520.529511038, -183958.4778497789, 0.058, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299321383E9, 0.0, 2024-02-26 18:48:19.321
65.0, 187500.0, 187500.0, 35530.46709662284, -183093.10771144723, 187500.0, -182868.24916222683, -185381.7028262261, -183818.31006029964, 0.058, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70899129932539E9, 0.0, 2024-02-26 18:48:19.325
66.0, 187500.0, 187500.0, 35077.21842255812, -183004.37128595964, 187500.0, -182822.56219656017, -185298.66609557465, -183734.84864650352, 0.058, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299328381E9, 0.0, 2024-02-26 18:48:19.328
67.0, 187500.0, 187500.0, 35629.48532455985, -183072.6111617817, 187500.0, -182860.94014178994, -185376.6960354681, -183811.7386474298, 0.062, 0.0, 0.98, 192.0, 1.0, 240.0, 0.0, 0.0, 30.0, 160.0, 0.0, 0.0, 0.0, 1.708991299332381E9, 0.0, 2024-02-26 18:48:19.332
68.0, 187500.0, 187500.0, 36545.21394314933, -183194.5846312743, 187500.0, -182970.66485532105, -185510.67239173324, -183944.5750647277, 0.062, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299336379E9, 0.0, 2024-02-26 18:48:19.336
69.0, 187500.0, 187500.0, 35792.27307942785, -183073.12525190416, 187500.0, -182876.5193076753, -185395.73972174403, -183829.53063601622, 0.062, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299340375E9, 0.0, 2024-02-26 18:48:19.340
70.0, 187500.0, 187500.0, 35130.25911215057, -182969.45786112046, 187500.0, -182820.84111223713, -185297.77202579644, -183730.64651854595, 0.062, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70899129934438E9, 0.0, 2024-02-26 18:48:19.344
71.0, 187500.0, 187500.0, 35430.89007507444, -183021.44801872352, 187500.0, -182849.3172346732, -185358.76993641496, -183790.45978670835, 0.062, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299349387E9, 0.0, 2024-02-26 18:48:19.349
72.0, 187500.0, 187500.0, 36340.784888361086, -183173.37282578624, 187500.0, -182985.61817236163, -185522.76468548356, -183953.2251898319, 0.062, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70899129935338E9, 0.0, 2024-02-26 18:48:19.353
73.0, 187500.0, 187500.0, 35677.96625828341, -183088.23503115596, 187500.0, -182909.15285458005, -185444.53357988998, -183873.02713072626, 0.062, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70899129935638E9, 0.0, 2024-02-26 18:48:19.356
74.0, 187500.0, 187500.0, 34699.96567964145, -182969.36845414265, 187500.0, -182831.5028943423, -185330.31616572334, -183757.96035027032, 0.062, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299360411E9, 0.0, 2024-02-26 18:48:19.360
75.0, 187500.0, 187500.0, 34713.60024375919, -183002.7396086144, 187500.0, -182840.22007467988, -185372.56096274388, -183799.24402227928, 0.062, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299364409E9, 0.0, 2024-02-26 18:48:19.364
76.0, 187500.0, 187500.0, 35634.67092927348, -183159.22417154603, 187500.0, -182983.60651536068, -185541.540150826, -183967.55265802774, 0.062, 0.0, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299370421E9, 0.0, 2024-02-26 18:48:19.370
77.0, 187500.0, 187500.0, 35371.7473592457, -183124.15428449563, 187500.0, -182945.27327361982, -185514.0922086349, -183938.24952104682, 0.064, -0.004, 0.98, 192.0, 2.0, 0.0, 255.0, 224.0, 30.0, 160.0, 0.0, 0.0, 0.0, 1.708991299373419E9, 0.0, 2024-02-26 18:48:19.373
78.0, 187500.0, 187500.0, 34412.58930117956, -182975.44812863448, 187500.0, -182848.7584410618, -185369.56582898687, -183793.38786523198, 0.064, -0.004, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708991299377417E9, 0.0, 2024-02-26 18:48:19.377
