%OpenBCI Raw EXG Data
%Number of channels = 8
%Sample Rate = 250 Hz
%Board = OpenBCI_GUI$BoardCytonSerial
Sample Index, EXG Channel 0, EXG Channel 1, EXG Channel 2, EXG Channel 3, EXG Channel 4, EXG Channel 5, EXG Channel 6, EXG Channel 7, Accel Channel 0, Accel Channel 1, Accel Channel 2, Other, Other, Other, Other, Other, Other, Other, Analog Channel 0, Analog Channel 1, Analog Channel 2, Timestamp, Other, Timestamp (Formatted)
10.0, -187500.02235174447, -187500.02235174447, 178055.35978738783, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.02, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782737234E9, 0.0, 2024-02-26 18:39:42.737
11.0, -187500.02235174447, -187500.02235174447, 177939.01895749796, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.02, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782741234E9, 0.0, 2024-02-26 18:39:42.741
12.0, -187500.02235174447, -187500.02235174447, 177792.72679003797, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.02, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70899078274425E9, 0.0, 2024-02-26 18:39:42.744
13.0, -187500.02235174447, -187500.02235174447, 177662.48317509692, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.02, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782748261E9, 0.0, 2024-02-26 18:39:42.748
14.0, -187500.02235174447, -187500.02235174447, 177586.37548522657, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.02, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782752518E9, 0.0, 2024-02-26 18:39:42.752
15.0, -187500.02235174447, -187500.02235174447, 177474.8849838835, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.02, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782756252E9, 0.0, 2024-02-26 18:39:42.756
16.0, -187500.02235174447, -187500.02235174447, 177380.33710483756, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.02, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782760249E9, 0.0, 2024-02-26 18:39:42.760
17.0, -187500.02235174447, -187500.02235174447, 177319.38389770794, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.022, 0.976, 192.0, 1.0, 192.0, 0.0, 176.0, 30.0, 128.0, 0.0, 0.0, 0.0, 1.708990782765277E9, 0.0, 2024-02-26 18:39:42.765
18.0, -187500.02235174447, -187500.02235174447, 177262.47635632474, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.022, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782769363E9, 0.0, 2024-02-26 18:39:42.769
19.0, -187500.02235174447, -187500.02235174447, 177185.98868679866, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.022, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782772321E9, 0.0, 2024-02-26 18:39:42.772
20.0, -187500.02235174447, -187500.02235174447, 177098.43690376723, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.022, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782776254E9, 0.0, 2024-02-26 18:39:42.776
21.0, -187500.02235174447, -187500.02235174447, 177014.3272893819, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.022, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782780301E9, 0.0, 2024-02-26 18:39:42.780
22.0, -187500.02235174447, -187500.02235174447, 176916.09137250084, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.022, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782784285E9, 0.0, 2024-02-26 18:39:42.784
23.0, -187500.02235174447, -187500.02235174447, 176827.77963015792, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.022, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782788294E9, 0.0, 2024-02-26 18:39:42.788
24.0, -187500.02235174447, -187500.02235174447, 176751.35901586522, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.022, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.7089907827933E9, 0.0, 2024-02-26 18:39:42.793
25.0, -187500.02235174447, -187500.02235174447, 176691.94807910302, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.022, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782797289E9, 0.0, 2024-02-26 18:39:42.797
26.0, -187500.02235174447, -187500.02235174447, 176636.80632553177, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.022, 0.976, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782800297E9, 0.0, 2024-02-26 18:39:42.800
27.0, -187500.02235174447, -187500.02235174447, 176577.21657481394, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.054, 0.018000000000000002, 0.98, 192.0, 1.0, 176.0, 0.0, 144.0, 30.0, 160.0, 0.0, 0.0, 0.0, 1.708990782804329E9, 0.0, 2024-02-26 18:39:42.804
28.0, -187500.02235174447, -187500.02235174447, 176519.39261190806, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.054, 0.018000000000000002, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782808337E9, 0.0, 2024-02-26 18:39:42.808
29.0, -187500.02235174447, -187500.02235174447, 176468.11771012758, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.054, 0.018000000000000002, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782812341E9, 0.0, 2024-02-26 18:39:42.812
30.0, -187500.02235174447, -187500.02235174447, 176419.07798279263, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.054, 0.018000000000000002, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782816338E9, 0.0, 2024-02-26 18:39:42.816
31.0, -187500.02235174447, -187500.02235174447, 176353.09563316056, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.054, 0.018000000000000002, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782821338E9, 0.0, 2024-02-26 18:39:42.821
32.0, -187500.02235174447, -187500.02235174447, 176266.28145769614, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.054, 0.018000000000000002, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782824353E9, 0.0, 2024-02-26 18:39:42.824
33.0, -187500.02235174447, -187500.02235174447, 176169.99014258268, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.054, 0.018000000000000002, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782827427E9, 0.0, 2024-02-26 18:39:42.827
34.0, -187500.02235174447, -187500.02235174447, 176075.59872574793, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.054, 0.018000000000000002, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782832472E9, 0.0, 2024-02-26 18:39:42.832
35.0, -187500.02235174447, -187500.02235174447, 175957.6262185128, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.054, 0.018000000000000002, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782836332E9, 0.0, 2024-02-26 18:39:42.836
36.0, -187500.02235174447, -187500.02235174447, 175846.67215903668, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.054, 0.018000000000000002, 0.98, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782840405E9, 0.0, 2024-02-26 18:39:42.840
37.0, -187500.02235174447, -187500.02235174447, 175801.83455965933, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.984, 192.0, 1.0, 160.0, 0.0, 144.0, 30.0, 192.0, 0.0, 0.0, 0.0, 1.70899078284435E9, 0.0, 2024-02-26 18:39:42.844
38.0, -187500.02235174447, -187500.02235174447, 175733.9299600041, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782849342E9, 0.0, 2024-02-26 18:39:42.849
39.0, -187500.02235174447, -187500.02235174447, 175584.30738262026, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782852528E9, 0.0, 2024-02-26 18:39:42.852
40.0, -187500.02235174447, -187500.02235174447, 175436.9646831709, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782855339E9, 0.0, 2024-02-26 18:39:42.855
41.0, -187500.02235174447, -187500.02235174447, 175337.45471685586, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782860385E9, 0.0, 2024-02-26 18:39:42.860
42.0, -187500.02235174447, -187500.02235174447, 175358.7335775773, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782864386E9, 0.0, 2024-02-26 18:39:42.864
43.0, -187500.02235174447, -187500.02235174447, 175425.52059000978, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782868391E9, 0.0, 2024-02-26 18:39:42.868
44.0, -187500.02235174447, -187500.02235174447, 175465.93254398496, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782872394E9, 0.0, 2024-02-26 18:39:42.872
45.0, -187500.02235174447, -187500.02235174447, 175516.67100389852, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782878059E9, 0.0, 2024-02-26 18:39:42.878
46.0, -187500.02235174447, -187500.02235174447, 175604.20043518548, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.984, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782880385E9, 0.0, 2024-02-26 18:39:42.880
47.0, -187500.02235174447, -187500.02235174447, 175724.4751720995, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 1.0, 192.0, 0.0, 144.0, 30.0, 112.0, 0.0, 0.0, 0.0, 1.708990782883388E9, 0.0, 2024-02-26 18:39:42.883
48.0, -187500.02235174447, -187500.02235174447, 175779.5498704374, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782888384E9, 0.0, 2024-02-26 18:39:42.888
49.0, -187500.02235174447, -187500.02235174447, 175777.15823378068, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782892394E9, 0.0, 2024-02-26 18:39:42.892
50.0, -187500.02235174447, -187500.02235174447, 175788.33410600832, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782896394E9, 0.0, 2024-02-26 18:39:42.896
51.0, -187500.02235174447, -187500.02235174447, 175856.39516787473, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782900397E9, 0.0, 2024-02-26 18:39:42.900
52.0, -187500.02235174447, -187500.02235174447, 175971.75252100857, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782904408E9, 0.0, 2024-02-26 18:39:42.904
53.0, -187500.02235174447, -187500.02235174447, 176087.78042647606, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782908422E9, 0.0, 2024-02-26 18:39:42.908
54.0, -187500.02235174447, -187500.02235174447, 176222.31557635256, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782911431E9, 0.0, 2024-02-26 18:39:42.911
55.0, -187500.02235174447, -187500.02235174447, 176378.1742904394, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782916415E9, 0.0, 2024-02-26 18:39:42.916
56.0, -187500.02235174447, -187500.02235174447, 176523.23711195437, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782920433E9, 0.0, 2024-02-26 18:39:42.920
57.0, -187500.02235174447, -187500.02235174447, 176667.0929392687, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 1.0, 192.0, 0.0, 144.0, 30.0, 112.0, 0.0, 0.0, 0.0, 1.708990782924431E9, 0.0, 2024-02-26 18:39:42.924
58.0, -187500.02235174447, -187500.02235174447, 176832.20527556006, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782928463E9, 0.0, 2024-02-26 18:39:42.928
59.0, -187500.02235174447, -187500.02235174447, 177029.66058607824, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782932451E9, 0.0, 2024-02-26 18:39:42.932
60.0, -187500.02235174447, -187500.02235174447, 177241.71158572574, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782936497E9, 0.0, 2024-02-26 18:39:42.936
61.0, -187500.02235174447, -187500.02235174447, 177459.12700404253, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70899078293946E9, 0.0, 2024-02-26 18:39:42.939
62.0, -187500.02235174447, -187500.02235174447, 177691.5851463777, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782943466E9, 0.0, 2024-02-26 18:39:42.943
63.0, -187500.02235174447, -187500.02235174447, 177962.98002755406, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782948473E9, 0.0, 2024-02-26 18:39:42.948
64.0, -187500.02235174447, -187500.02235174447, 178262.0240166216, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.70899078295246E9, 0.0, 2024-02-26 18:39:42.952
65.0, -187500.02235174447, -187500.02235174447, 178542.67252000244, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782956456E9, 0.0, 2024-02-26 18:39:42.956
66.0, -187500.02235174447, -187500.02235174447, 178822.62811930515, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.056, 0.018000000000000002, 0.974, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782959455E9, 0.0, 2024-02-26 18:39:42.959
67.0, -187500.02235174447, -187500.02235174447, 179091.94428824715, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.978, 192.0, 1.0, 160.0, 0.0, 144.0, 30.0, 144.0, 0.0, 0.0, 0.0, 1.708990782963466E9, 0.0, 2024-02-26 18:39:42.963
68.0, -187500.02235174447, -187500.02235174447, 179342.5296953356, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782967495E9, 0.0, 2024-02-26 18:39:42.967
69.0, -187500.02235174447, -187500.02235174447, 179566.3824160555, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782973465E9, 0.0, 2024-02-26 18:39:42.973
70.0, -187500.02235174447, -187500.02235174447, 179771.16909875502, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782976473E9, 0.0, 2024-02-26 18:39:42.976
71.0, -187500.02235174447, -187500.02235174447, 179992.7866450294, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782980501E9, 0.0, 2024-02-26 18:39:42.980
72.0, -187500.02235174447, -187500.02235174447, 180215.92410992674, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782984502E9, 0.0, 2024-02-26 18:39:42.984
73.0, -187500.02235174447, -187500.02235174447, 180427.6398334074, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782987516E9, 0.0, 2024-02-26 18:39:42.987
74.0, -187500.02235174447, -187500.02235174447, 180634.50522834127, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782991503E9, 0.0, 2024-02-26 18:39:42.991
75.0, -187500.02235174447, -187500.02235174447, 180845.2374750659, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, -187500.02235174447, 0.052000000000000005, 0.018000000000000002, 0.978, 192.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.708990782995506E9, 0.0, 2024-02-26 18:39:42.995
